Profit,Margin,Sales,COGS,Total Expenses,Marketing,Inventory,Budget Profit,Budget COGS,Budget Margin,Budget Sales,Area Code,ProductId,Date
24,68,118,50,44,16,397,40,50,70,120,513,1,"06/01/12 00:00:00"
19,55,93,38,36,12,414,20,40,50,90,614,2,"06/01/12 00:00:00"
-6,63,107,44,69,40,496,20,40,70,110,937,3,"06/01/12 00:00:00"
9,26,44,18,17,5,478,20,10,20,30,614,8,"06/01/12 00:00:00"
18,36,60,24,18,6,856,30,20,30,50,513,9,"06/01/12 00:00:00"
24,59,99,40,35,12,443,20,30,50,80,920,11,"06/01/12 00:00:00"
-2,75,128,53,77,48,597,10,40,70,110,715,12,"06/01/12 00:00:00"
50,96,177,81,46,25,1046,70,90,110,200,262,5,"06/01/12 00:00:00"
34,62,110,48,28,15,593,50,50,70,120,262,6,"06/01/12 00:00:00"
19,74,133,59,55,22,377,20,60,70,130,715,1,"06/01/12 00:00:00"
24,154,264,110,130,100,665,50,110,160,270,608,2,"06/01/12 00:00:00"
63,121,212,91,58,30,533,90,90,130,220,920,3,"06/01/12 00:00:00"
40,78,125,47,38,14,371,50,40,70,110,715,8,"06/01/12 00:00:00"
58,85,144,59,27,16,842,60,50,70,120,920,9,"06/01/12 00:00:00"
33,55,92,37,22,10,876,40,30,60,90,959,11,"06/01/12 00:00:00"
15,31,51,20,16,5,804,20,20,30,50,203,13,"06/01/12 00:00:00"
-2,75,128,53,77,48,597,10,50,70,120,203,5,"06/01/12 00:00:00"
19,62,108,46,43,15,367,30,40,60,100,475,6,"06/01/12 00:00:00"
79,140,232,92,61,30,1102,100,80,140,220,475,2,"06/01/12 00:00:00"
32,93,169,76,61,28,580,40,50,80,130,203,9,"06/01/12 00:00:00"
36,77,142,65,41,20,1042,50,40,70,110,475,10,"06/01/12 00:00:00"
38,62,105,43,24,12,864,50,40,70,110,386,11,"06/01/12 00:00:00"
58,85,144,59,27,16,842,70,60,90,150,407,13,"06/01/12 00:00:00"
25,154,264,110,129,100,665,40,100,150,250,786,5,"06/01/12 00:00:00"
63,121,212,91,58,30,533,80,80,120,200,321,6,"06/01/12 00:00:00"
99,167,278,111,68,36,767,110,100,160,260,904,2,"06/01/12 00:00:00"
105,164,282,118,59,36,636,100,110,150,260,850,3,"06/01/12 00:00:00"
35,62,110,48,27,15,593,30,30,50,80,941,8,"06/01/12 00:00:00"
19,74,133,59,55,22,377,30,40,60,100,754,9,"06/01/12 00:00:00"
49,96,177,81,47,25,1046,40,60,70,130,305,10,"06/01/12 00:00:00"
19,36,60,24,17,6,856,30,20,40,60,781,11,"06/01/12 00:00:00"
10,26,44,18,16,5,478,20,10,30,40,413,13,"06/01/12 00:00:00"
-3,67,111,44,70,40,543,10,40,60,100,351,5,"06/01/12 00:00:00"
83,149,298,149,66,41,1245,100,140,150,290,339,7,"06/01/12 00:00:00"
547,595,649,54,48,17,-1006,530,50,560,610,617,2,"06/01/12 00:00:00"
12,64,115,51,52,19,396,20,30,50,80,781,9,"06/01/12 00:00:00"
17,35,58,23,18,6,843,30,20,40,60,603,11,"06/01/12 00:00:00"
32,43,43,0,11,0,602,30,0,40,40,603,13,"06/01/12 00:00:00"
-4,73,125,52,77,47,313,20,40,80,120,603,5,"06/01/12 00:00:00"
-3,43,78,35,46,13,204,0,30,40,70,603,7,"06/01/12 00:00:00"
41,82,138,56,41,17,302,50,50,80,130,603,1,"06/01/12 00:00:00"
42,94,156,62,52,20,436,60,50,90,140,603,2,"06/01/12 00:00:00"
0,46,82,36,46,13,236,10,20,40,60,603,9,"06/01/12 00:00:00"
133,178,301,123,45,34,947,150,130,190,320,516,11,"06/01/12 00:00:00"
121,163,276,113,42,31,897,140,110,180,290,845,12,"06/01/12 00:00:00"
99,136,230,94,37,26,562,120,90,150,240,718,13,"06/01/12 00:00:00"
-236,-72,72,144,164,131,1979,-210,130,-60,70,914,5,"06/01/12 00:00:00"
318,415,675,260,97,72,1405,340,240,420,660,631,7,"06/01/12 00:00:00"
357,534,890,356,177,124,2476,350,340,500,840,646,2,"06/01/12 00:00:00"
263,398,669,271,135,102,1727,220,200,320,520,607,9,"06/01/12 00:00:00"
-143,-46,198,244,97,75,2636,-100,180,-30,150,716,10,"06/01/12 00:00:00"
23,59,99,40,36,12,443,30,30,50,80,318,6,"06/01/12 00:00:00"
-3,75,128,53,78,48,-267,10,40,70,110,318,4,"06/01/12 00:00:00"
41,78,125,47,37,14,371,40,40,60,100,225,5,"06/01/12 00:00:00"
36,63,111,48,27,15,593,40,40,60,100,225,8,"06/01/12 00:00:00"
32,93,169,76,61,28,580,40,70,90,160,318,9,"06/01/12 00:00:00"
40,64,107,43,24,12,822,60,50,80,130,337,2,"06/01/12 00:00:00"
58,85,144,59,27,16,842,90,70,110,180,318,3,"06/01/12 00:00:00"
14,55,96,41,41,13,239,20,30,50,80,505,6,"06/01/12 00:00:00"
-3,43,78,35,46,13,-180,0,30,30,60,505,4,"06/01/12 00:00:00"
-3,73,125,52,76,47,313,0,40,60,100,505,5,"06/01/12 00:00:00"
18,35,58,23,17,6,843,20,20,30,50,505,8,"06/01/12 00:00:00"
8,38,70,32,30,9,996,10,30,30,60,505,9,"06/01/12 00:00:00"
43,94,156,62,51,20,436,80,70,120,190,505,2,"06/01/12 00:00:00"
-34,25,141,116,59,35,1142,-20,140,30,170,505,3,"06/01/12 00:00:00"
99,167,278,111,68,36,767,90,90,140,230,918,6,"06/01/12 00:00:00"
105,164,282,118,59,36,-660,100,100,140,240,918,4,"06/01/12 00:00:00"
10,26,44,18,16,5,478,20,10,20,30,918,5,"06/01/12 00:00:00"
19,74,133,59,55,22,377,30,50,80,130,918,8,"06/01/12 00:00:00"
25,154,264,110,129,100,665,40,100,150,250,580,9,"06/01/12 00:00:00"
29,56,99,43,27,14,597,50,50,70,120,918,2,"06/01/12 00:00:00"
19,36,60,24,17,6,856,30,30,40,70,405,3,"06/01/12 00:00:00"
99,136,230,94,37,26,562,90,80,110,190,469,6,"06/01/12 00:00:00"
33,81,135,54,48,17,-321,40,40,70,110,936,4,"06/01/12 00:00:00"
120,163,276,113,43,31,897,120,90,140,230,281,5,"06/01/12 00:00:00"
24,68,118,50,44,16,397,40,40,70,110,832,8,"06/01/12 00:00:00"
20,55,93,38,35,12,414,30,30,60,90,409,9,"06/01/12 00:00:00"
192,288,532,244,96,75,1213,270,300,360,660,210,2,"06/01/12 00:00:00"
68,107,190,83,39,27,574,100,100,130,230,806,3,"06/01/12 00:00:00"
31,53,89,36,22,10,828,40,30,50,80,435,4,"06/01/12 00:00:00"
35,63,111,48,28,15,593,40,40,60,100,435,5,"06/01/12 00:00:00"
34,55,92,37,21,10,876,40,30,50,80,435,6,"06/01/12 00:00:00"
36,77,142,65,41,20,1042,60,80,90,170,435,1,"06/01/12 00:00:00"
19,62,108,46,43,15,367,50,50,80,130,801,2,"06/01/12 00:00:00"
42,82,138,56,40,17,302,50,40,80,120,435,8,"06/01/12 00:00:00"
42,94,156,62,52,20,436,50,50,80,130,435,9,"06/01/12 00:00:00"
-33,25,141,116,58,35,1142,-10,90,30,120,435,10,"06/01/12 00:00:00"
-3,73,125,52,76,47,313,0,30,50,80,801,11,"06/01/12 00:00:00"
14,55,96,41,41,13,239,20,20,40,60,801,12,"06/01/12 00:00:00"
-3,43,78,35,46,13,204,10,20,30,50,435,13,"06/01/12 00:00:00"
32,93,169,76,61,28,580,70,90,120,210,435,3,"06/01/12 00:00:00"
165,261,521,260,96,72,1715,180,240,260,500,707,4,"06/01/12 00:00:00"
36,201,345,144,165,131,874,50,130,200,330,714,5,"06/01/12 00:00:00"
240,362,634,272,122,89,1616,230,260,340,600,562,6,"06/01/12 00:00:00"
-113,-45,96,141,68,45,1514,-110,170,-50,120,707,1,"06/01/12 00:00:00"
357,534,890,356,177,124,2476,500,440,670,1110,805,2,"06/01/12 00:00:00"
133,178,301,123,45,34,947,140,100,160,260,661,8,"06/01/12 00:00:00"
192,288,532,244,96,75,1213,190,200,260,460,661,9,"06/01/12 00:00:00"
67,107,190,83,40,27,574,60,70,90,160,408,10,"06/01/12 00:00:00"
120,163,276,113,43,31,897,90,70,110,180,209,11,"06/01/12 00:00:00"
98,136,230,94,38,26,562,80,60,90,150,415,12,"06/01/12 00:00:00"
32,81,135,54,49,17,641,30,30,60,90,714,13,"06/01/12 00:00:00"
-142,-31,169,200,111,66,2393,-140,250,-40,210,415,3,"06/01/12 00:00:00"
31,43,43,0,12,0,602,30,0,40,40,775,4,"06/01/12 00:00:00"
18,35,58,23,17,6,843,20,20,30,50,775,5,"06/01/12 00:00:00"
15,32,53,21,17,5,798,20,20,30,50,702,6,"06/01/12 00:00:00"
0,46,82,36,46,13,236,20,40,60,100,702,2,"06/01/12 00:00:00"
37,201,345,144,164,131,874,50,120,180,300,775,8,"06/01/12 00:00:00"
166,278,478,200,112,66,1095,170,170,250,420,702,9,"06/01/12 00:00:00"
136,204,345,141,68,45,764,130,120,180,300,775,10,"06/01/12 00:00:00"
241,362,634,272,121,89,1616,190,170,260,430,775,11,"06/01/12 00:00:00"
165,261,521,260,96,72,1715,120,170,180,350,702,12,"06/01/12 00:00:00"
-369,-271,37,271,135,102,4507,-250,170,-170,0,702,13,"06/01/12 00:00:00"
8,38,70,32,30,9,996,20,40,40,80,775,3,"06/01/12 00:00:00"
11,64,115,51,53,19,396,30,40,70,110,503,4,"06/01/12 00:00:00"
24,68,118,50,44,16,397,40,40,70,110,503,5,"06/01/12 00:00:00"
83,149,298,149,66,41,1245,90,140,140,280,541,6,"06/01/12 00:00:00"
-6,63,107,44,69,40,496,30,50,80,130,541,1,"06/01/12 00:00:00"
4,65,112,47,61,15,456,40,50,90,140,971,2,"06/01/12 00:00:00"
22,41,69,28,19,7,816,40,20,40,60,971,8,"06/01/12 00:00:00"
30,56,99,43,26,14,597,30,30,50,80,503,9,"06/01/12 00:00:00"
9,26,44,18,17,5,478,10,10,10,20,503,11,"06/01/12 00:00:00"
100,167,278,111,67,36,767,70,70,110,180,503,12,"06/01/12 00:00:00"
105,164,282,118,59,36,636,80,70,120,190,503,13,"06/01/12 00:00:00"
20,55,93,38,35,12,414,40,40,70,110,541,3,"06/01/12 00:00:00"
34,62,110,48,28,15,593,40,40,60,100,206,4,"06/01/12 00:00:00"
18,74,133,59,56,22,377,20,50,70,120,425,5,"06/01/12 00:00:00"
49,96,177,81,47,25,1046,60,70,90,160,253,6,"06/01/12 00:00:00"
66,114,193,79,48,25,425,110,90,150,240,425,2,"06/01/12 00:00:00"
79,140,232,92,61,30,1102,90,70,130,200,206,8,"06/01/12 00:00:00"
40,64,107,43,24,12,822,50,30,60,90,509,9,"06/01/12 00:00:00"
41,78,125,47,37,14,371,30,30,50,80,360,11,"06/01/12 00:00:00"
24,59,99,40,35,12,443,20,20,40,60,206,12,"06/01/12 00:00:00"
-3,75,128,53,78,48,597,0,30,50,80,360,13,"06/01/12 00:00:00"
24,154,264,110,130,100,665,90,130,200,330,206,3,"06/01/12 00:00:00"
81,146,291,145,65,40,1304,80,120,130,250,303,8,"07/01/12 00:00:00"
-10,56,95,39,66,36,517,0,30,50,80,970,9,"07/01/12 00:00:00"
21,63,110,47,42,15,420,20,40,50,90,720,10,"07/01/12 00:00:00"
12,64,115,51,52,19,419,20,40,60,100,970,11,"07/01/12 00:00:00"
23,59,109,50,36,15,1051,20,40,50,90,720,12,"07/01/12 00:00:00"
27,53,94,41,26,13,592,30,30,50,80,303,13,"07/01/12 00:00:00"
98,136,230,94,38,26,608,140,100,170,270,303,5,"07/01/12 00:00:00"
31,79,131,52,48,17,668,50,60,90,150,303,6,"07/01/12 00:00:00"
139,185,312,127,46,35,1007,150,130,190,320,970,3,"07/01/12 00:00:00"
111,152,256,104,41,29,952,120,110,150,260,720,1,"07/01/12 00:00:00"
71,112,199,87,41,28,564,80,90,110,200,970,2,"07/01/12 00:00:00"
111,152,256,104,41,29,952,120,80,140,220,312,8,"07/01/12 00:00:00"
72,112,199,87,40,28,564,70,70,100,170,312,9,"07/01/12 00:00:00"
139,185,312,127,46,35,1007,150,100,170,270,815,10,"07/01/12 00:00:00"
99,136,230,94,37,26,608,90,80,120,200,815,11,"07/01/12 00:00:00"
31,79,131,52,48,17,668,30,40,70,110,815,12,"07/01/12 00:00:00"
259,387,678,291,128,96,1742,340,330,470,800,224,5,"07/01/12 00:00:00"
168,266,532,266,98,74,1819,220,300,320,620,312,6,"07/01/12 00:00:00"
150,222,376,154,72,49,833,170,160,230,390,217,3,"07/01/12 00:00:00"
208,329,567,238,121,78,1190,230,250,340,590,312,2,"07/01/12 00:00:00"
258,387,678,291,129,96,1742,240,250,340,590,319,8,"07/01/12 00:00:00"
150,222,376,154,72,49,833,150,130,200,330,319,9,"07/01/12 00:00:00"
167,266,532,266,99,74,1819,150,220,240,460,515,11,"07/01/12 00:00:00"
197,332,602,270,135,102,1834,170,230,290,520,319,12,"07/01/12 00:00:00"
13,29,49,20,16,5,808,20,20,30,50,641,5,"07/01/12 00:00:00"
31,43,43,0,12,0,559,40,0,50,50,641,6,"07/01/12 00:00:00"
12,31,54,23,19,7,605,20,20,30,50,712,3,"07/01/12 00:00:00"
17,36,61,25,19,7,854,30,20,40,60,319,1,"07/01/12 00:00:00"
9,41,75,34,32,10,1010,20,30,40,70,712,2,"07/01/12 00:00:00"
-1,82,141,59,83,53,338,10,50,70,120,816,8,"07/01/12 00:00:00"
-12,49,169,120,61,37,1334,0,100,40,140,417,9,"07/01/12 00:00:00"
17,59,103,44,42,14,258,30,30,60,90,636,11,"07/01/12 00:00:00"
1,49,89,40,48,15,219,0,30,40,70,816,12,"07/01/12 00:00:00"
0,46,82,36,46,13,252,0,30,40,70,816,13,"07/01/12 00:00:00"
32,52,87,35,20,9,894,40,40,60,100,573,5,"07/01/12 00:00:00"
35,57,96,39,22,10,845,50,40,70,110,314,6,"07/01/12 00:00:00"
32,72,132,60,40,18,1070,40,60,70,130,314,3,"07/01/12 00:00:00"
31,93,169,76,62,28,613,40,80,90,170,636,2,"07/01/12 00:00:00"
9,26,44,18,17,5,486,20,10,20,30,740,8,"07/01/12 00:00:00"
16,34,57,23,18,6,868,40,10,40,50,614,9,"07/01/12 00:00:00"
104,172,286,114,68,37,822,100,90,160,250,740,11,"07/01/12 00:00:00"
128,195,336,141,67,43,692,110,120,170,290,513,12,"07/01/12 00:00:00"
81,146,291,145,65,40,1304,120,160,180,340,216,5,"07/01/12 00:00:00"
11,64,115,51,53,19,419,30,50,80,130,513,6,"07/01/12 00:00:00"
20,63,110,47,43,15,420,40,40,70,110,614,1,"07/01/12 00:00:00"
18,51,85,34,33,10,432,30,30,50,80,513,2,"07/01/12 00:00:00"
-9,56,95,39,65,36,517,0,40,50,90,330,3,"07/01/12 00:00:00"
29,65,104,39,36,12,380,40,30,60,90,920,8,"07/01/12 00:00:00"
58,85,144,59,27,16,870,60,50,70,120,262,9,"07/01/12 00:00:00"
21,54,90,36,33,11,462,10,30,40,70,920,11,"07/01/12 00:00:00"
-6,66,113,47,72,42,622,0,40,50,90,608,12,"07/01/12 00:00:00"
56,103,189,86,47,26,1081,90,90,130,220,608,5,"07/01/12 00:00:00"
36,65,115,50,29,16,587,60,50,80,130,920,6,"07/01/12 00:00:00"
18,74,133,59,56,22,403,20,60,70,130,920,1,"07/01/12 00:00:00"
32,173,297,124,141,112,717,60,130,180,310,262,2,"07/01/12 00:00:00"
71,130,227,97,59,32,575,80,100,130,230,920,3,"07/01/12 00:00:00"
32,52,87,35,20,9,894,50,30,60,90,203,11,"07/01/12 00:00:00"
15,31,51,20,16,5,814,20,20,30,50,860,13,"07/01/12 00:00:00"
32,93,169,76,61,28,613,40,50,80,130,959,9,"07/01/12 00:00:00"
33,72,132,60,39,18,1070,40,40,60,100,959,10,"07/01/12 00:00:00"
-5,66,113,47,71,42,622,20,40,70,110,860,5,"07/01/12 00:00:00"
16,57,100,43,41,14,388,20,40,50,90,203,6,"07/01/12 00:00:00"
75,135,225,90,60,29,1148,90,80,130,210,203,2,"07/01/12 00:00:00"
41,65,110,45,24,12,885,50,40,70,110,386,11,"07/01/12 00:00:00"
58,85,144,59,27,16,870,70,60,90,150,954,13,"07/01/12 00:00:00"
36,65,115,50,29,16,587,30,30,50,80,863,8,"07/01/12 00:00:00"
19,74,133,59,55,22,403,30,40,60,100,904,9,"07/01/12 00:00:00"
55,103,189,86,48,26,1081,50,60,80,140,904,10,"07/01/12 00:00:00"
32,173,297,124,141,112,717,60,110,180,290,386,5,"07/01/12 00:00:00"
71,130,227,97,59,32,575,80,90,130,220,863,6,"07/01/12 00:00:00"
104,172,286,114,68,37,822,120,100,170,270,904,2,"07/01/12 00:00:00"
129,195,336,141,66,43,692,130,130,180,310,727,3,"07/01/12 00:00:00"
16,34,57,23,18,6,868,30,20,40,60,413,11,"07/01/12 00:00:00"
9,26,44,18,17,5,486,20,10,30,40,339,13,"07/01/12 00:00:00"
11,64,115,51,53,19,419,20,30,50,80,978,9,"07/01/12 00:00:00"
7,72,111,39,65,36,560,20,30,70,100,978,5,"07/01/12 00:00:00"
81,146,291,145,65,40,1304,100,130,150,280,617,7,"07/01/12 00:00:00"
564,613,665,52,49,17,-1493,560,40,590,630,508,2,"07/01/12 00:00:00"
17,36,61,25,19,7,854,30,20,40,60,603,11,"07/01/12 00:00:00"
31,43,43,0,12,0,559,30,0,40,40,603,13,"07/01/12 00:00:00"
0,46,82,36,46,13,252,10,20,40,60,603,9,"07/01/12 00:00:00"
-1,82,141,59,83,53,338,10,50,80,130,603,5,"07/01/12 00:00:00"
0,49,89,40,49,15,219,10,30,50,80,603,7,"07/01/12 00:00:00"
49,90,151,61,41,19,329,70,50,90,140,603,1,"07/01/12 00:00:00"
43,96,160,64,53,21,467,60,60,90,150,603,2,"07/01/12 00:00:00"
138,185,312,127,47,35,1007,160,130,200,330,212,11,"07/01/12 00:00:00"
111,152,256,104,41,29,952,120,110,160,270,518,12,"07/01/12 00:00:00"
98,136,230,94,38,26,608,120,90,150,240,315,13,"07/01/12 00:00:00"
388,523,793,270,135,102,1781,310,200,410,610,516,9,"07/01/12 00:00:00"
-164,-62,198,260,102,80,3076,-110,190,-40,150,716,10,"07/01/12 00:00:00"
182,280,546,266,98,74,1355,190,250,280,530,585,7,"07/01/12 00:00:00"
-266,-85,77,162,181,147,2321,-240,150,-80,70,347,5,"07/01/12 00:00:00"
370,548,912,364,178,127,2654,370,340,520,860,845,2,"07/01/12 00:00:00"
58,85,144,59,27,16,870,90,70,110,180,318,3,"07/01/12 00:00:00"
36,59,99,40,23,11,843,50,50,70,120,318,2,"07/01/12 00:00:00"
32,60,106,46,28,15,587,40,40,60,100,318,8,"07/01/12 00:00:00"
31,93,169,76,62,28,613,40,70,90,160,318,9,"07/01/12 00:00:00"
-6,66,113,47,72,42,-395,0,40,50,90,985,4,"07/01/12 00:00:00"
30,65,104,39,35,12,380,30,30,50,80,225,5,"07/01/12 00:00:00"
21,54,90,36,33,11,462,20,30,40,70,225,6,"07/01/12 00:00:00"
-11,49,169,120,60,37,1334,10,150,60,210,505,3,"07/01/12 00:00:00"
44,96,160,64,52,21,467,70,80,120,200,505,2,"07/01/12 00:00:00"
17,36,61,25,19,7,854,20,20,30,50,505,8,"07/01/12 00:00:00"
10,41,75,34,31,10,1010,20,30,40,70,505,9,"07/01/12 00:00:00"
1,49,89,40,48,15,-258,10,30,40,70,505,4,"07/01/12 00:00:00"
-1,82,141,59,83,53,338,0,50,70,120,505,5,"07/01/12 00:00:00"
18,59,103,44,41,14,258,20,30,50,80,505,6,"07/01/12 00:00:00"
16,34,57,23,18,6,868,40,20,50,70,405,3,"07/01/12 00:00:00"
28,53,94,41,25,13,592,40,50,60,110,580,2,"07/01/12 00:00:00"
32,173,297,124,141,112,717,60,110,180,290,405,9,"07/01/12 00:00:00"
19,74,133,59,55,22,403,30,50,80,130,405,8,"07/01/12 00:00:00"
128,195,336,141,67,43,-942,110,120,160,280,580,4,"07/01/12 00:00:00"
9,26,44,18,17,5,486,20,10,20,30,918,5,"07/01/12 00:00:00"
103,172,286,114,69,37,822,100,90,150,240,580,6,"07/01/12 00:00:00"
71,112,199,87,41,28,564,110,100,140,240,325,3,"07/01/12 00:00:00"
206,307,567,260,101,80,1319,290,320,380,700,430,2,"07/01/12 00:00:00"
19,51,85,34,32,10,432,30,30,50,80,281,9,"07/01/12 00:00:00"
20,63,110,47,43,15,420,30,40,60,100,903,8,"07/01/12 00:00:00"
30,79,131,52,49,17,-456,40,40,70,110,281,4,"07/01/12 00:00:00"
112,152,256,104,40,29,952,120,80,140,220,210,5,"07/01/12 00:00:00"
98,136,230,94,38,26,608,90,80,110,190,832,6,"07/01/12 00:00:00"
32,72,132,60,40,18,1070,60,70,90,160,435,1,"07/01/12 00:00:00"
16,57,100,43,41,14,388,40,50,70,120,801,2,"07/01/12 00:00:00"
48,90,151,61,42,19,329,60,50,80,130,435,8,"07/01/12 00:00:00"
44,96,160,64,52,21,467,60,50,90,140,435,9,"07/01/12 00:00:00"
-12,49,169,120,61,37,1334,-10,100,40,140,801,10,"07/01/12 00:00:00"
0,82,141,59,82,53,338,10,30,60,90,435,11,"07/01/12 00:00:00"
17,59,103,44,42,14,258,30,20,50,70,435,12,"07/01/12 00:00:00"
1,49,89,40,48,15,219,20,20,40,60,435,13,"07/01/12 00:00:00"
31,93,169,76,62,28,613,70,90,120,210,435,3,"07/01/12 00:00:00"
36,57,96,39,21,10,845,50,30,60,90,801,4,"07/01/12 00:00:00"
32,60,106,46,28,15,587,40,40,60,100,801,5,"07/01/12 00:00:00"
31,52,87,35,21,9,894,40,30,50,80,801,6,"07/01/12 00:00:00"
-138,-67,87,154,71,49,1832,-150,190,-90,100,209,1,"07/01/12 00:00:00"
370,548,912,364,178,127,2654,530,450,690,1140,707,2,"07/01/12 00:00:00"
139,185,312,127,46,35,1007,150,100,170,270,805,8,"07/01/12 00:00:00"
205,307,567,260,102,80,1319,200,220,270,490,650,9,"07/01/12 00:00:00"
72,112,199,87,40,28,564,70,70,100,170,831,10,"07/01/12 00:00:00"
112,152,256,104,40,29,952,100,60,110,170,562,11,"07/01/12 00:00:00"
98,136,230,94,38,26,608,80,60,90,150,831,12,"07/01/12 00:00:00"
30,79,131,52,49,17,668,20,30,50,80,415,13,"07/01/12 00:00:00"
-157,-36,202,238,121,78,2797,-150,290,-40,250,707,3,"07/01/12 00:00:00"
167,266,532,266,99,74,1819,170,250,260,510,818,4,"07/01/12 00:00:00"
45,225,387,162,180,147,943,60,150,220,370,562,5,"07/01/12 00:00:00"
259,387,678,291,128,96,1742,260,270,380,650,650,6,"07/01/12 00:00:00"
-1,46,82,36,47,13,252,20,40,60,100,775,2,"07/01/12 00:00:00"
45,225,387,162,180,147,943,70,130,210,340,775,8,"07/01/12 00:00:00"
208,329,567,238,121,78,1190,200,200,290,490,775,9,"07/01/12 00:00:00"
150,222,376,154,72,49,833,150,130,200,330,775,10,"07/01/12 00:00:00"
258,387,678,291,129,96,1742,190,190,270,460,702,11,"07/01/12 00:00:00"
168,266,532,266,98,74,1819,130,170,190,360,775,12,"07/01/12 00:00:00"
-378,-270,27,270,135,102,5230,-250,170,-170,0,702,13,"07/01/12 00:00:00"
9,41,75,34,32,10,1010,30,40,50,90,775,3,"07/01/12 00:00:00"
32,43,43,0,11,0,559,30,0,40,40,702,4,"07/01/12 00:00:00"
17,36,61,25,19,7,854,20,20,30,50,775,5,"07/01/12 00:00:00"
12,29,49,20,17,5,808,20,10,30,40,702,6,"07/01/12 00:00:00"
-10,56,95,39,66,36,517,20,40,70,110,971,1,"07/01/12 00:00:00"
0,55,94,39,55,12,478,20,40,70,110,971,2,"07/01/12 00:00:00"
24,44,74,30,20,8,829,40,20,40,60,503,8,"07/01/12 00:00:00"
27,53,94,41,26,13,592,30,30,50,80,503,9,"07/01/12 00:00:00"
9,26,44,18,17,5,486,10,10,10,20,541,11,"07/01/12 00:00:00"
104,172,286,114,68,37,822,80,70,120,190,503,12,"07/01/12 00:00:00"
129,195,336,141,66,43,692,90,90,130,220,503,13,"07/01/12 00:00:00"
18,51,85,34,33,10,432,40,40,60,100,503,3,"07/01/12 00:00:00"
12,64,115,51,52,19,419,30,40,70,110,971,4,"07/01/12 00:00:00"
20,63,110,47,43,15,420,30,40,60,100,503,5,"07/01/12 00:00:00"
81,146,291,145,65,40,1304,90,130,140,270,541,6,"07/01/12 00:00:00"
75,135,225,90,60,29,1148,80,70,120,190,425,8,"07/01/12 00:00:00"
37,59,99,40,22,11,843,50,30,50,80,509,9,"07/01/12 00:00:00"
29,65,104,39,36,12,380,30,20,50,70,509,11,"07/01/12 00:00:00"
20,54,90,36,34,11,462,30,20,40,60,509,12,"07/01/12 00:00:00"
-5,66,113,47,71,42,622,0,30,40,70,253,13,"07/01/12 00:00:00"
75,125,211,86,50,27,463,120,100,160,260,425,2,"07/01/12 00:00:00"
31,173,297,124,142,112,717,100,150,220,370,360,3,"07/01/12 00:00:00"
36,65,115,50,29,16,587,50,40,70,110,206,4,"07/01/12 00:00:00"
18,74,133,59,56,22,403,20,50,70,120,206,5,"07/01/12 00:00:00"
56,103,189,86,47,26,1081,70,80,100,180,253,6,"07/01/12 00:00:00"
82,146,291,145,64,40,1292,80,120,130,250,303,8,"08/01/12 00:00:00"
-10,52,89,37,62,33,513,0,30,40,70,970,9,"08/01/12 00:00:00"
20,62,108,46,42,15,415,30,30,60,90,303,10,"08/01/12 00:00:00"
9,60,109,49,51,18,414,10,40,50,90,720,11,"08/01/12 00:00:00"
16,50,91,41,34,12,1046,20,30,50,80,970,12,"08/01/12 00:00:00"
53,87,155,68,34,22,587,50,50,80,130,719,13,"08/01/12 00:00:00"
105,145,245,100,40,28,598,130,110,170,280,720,5,"08/01/12 00:00:00"
30,79,131,52,49,17,662,50,60,90,150,719,6,"08/01/12 00:00:00"
144,191,323,132,47,36,994,160,130,200,330,719,3,"08/01/12 00:00:00"
133,178,301,123,45,34,941,140,130,180,310,720,1,"08/01/12 00:00:00"
39,68,120,52,29,17,554,50,50,70,120,719,2,"08/01/12 00:00:00"
132,178,301,123,46,34,941,140,100,160,260,630,8,"08/01/12 00:00:00"
39,68,120,52,29,17,554,40,40,60,100,847,9,"08/01/12 00:00:00"
143,191,323,132,48,36,994,140,110,170,280,309,10,"08/01/12 00:00:00"
105,145,245,100,40,28,598,100,80,130,210,217,11,"08/01/12 00:00:00"
30,79,131,52,49,17,662,30,40,70,110,618,12,"08/01/12 00:00:00"
262,392,687,295,130,97,1714,340,340,470,810,630,5,"08/01/12 00:00:00"
167,266,532,266,99,74,1797,220,300,320,620,847,6,"08/01/12 00:00:00"
150,222,376,154,72,49,817,170,160,230,390,630,3,"08/01/12 00:00:00"
163,271,467,196,108,64,1167,190,200,290,490,847,2,"08/01/12 00:00:00"
262,392,687,295,130,97,1714,250,250,350,600,712,8,"08/01/12 00:00:00"
151,222,376,154,71,49,817,150,130,200,330,712,9,"08/01/12 00:00:00"
167,266,532,266,99,74,1797,150,220,240,460,515,11,"08/01/12 00:00:00"
207,348,632,284,141,107,1809,180,240,310,550,515,12,"08/01/12 00:00:00"
18,35,58,23,17,6,806,30,20,40,60,712,5,"08/01/12 00:00:00"
31,43,43,0,12,0,516,40,0,50,50,515,6,"08/01/12 00:00:00"
15,49,90,41,34,12,1007,20,40,50,90,563,2,"08/01/12 00:00:00"
1,18,32,14,17,4,602,10,10,20,30,641,3,"08/01/12 00:00:00"
19,38,63,25,19,7,851,30,20,40,60,641,1,"08/01/12 00:00:00"
2,88,151,63,86,57,332,20,50,80,130,314,8,"08/01/12 00:00:00"
-41,19,139,120,60,37,1439,-20,100,20,120,573,9,"08/01/12 00:00:00"
